이름,최영우
-224.053,23:18:45.658
-220.168,23:18:45.660
-215.958,23:18:45.662
-211.396,23:18:45.664
-206.457,23:18:45.666
-201.12,23:18:45.667
-195.367,23:18:45.669
-189.185,23:18:45.671
-182.56,23:18:45.673
-175.484,23:18:45.675
-167.949,23:18:45.677
-159.952,23:18:45.679
-151.495,23:18:45.681
-142.583,23:18:45.683
-133.218,23:18:45.685
-123.407,23:18:45.687
-113.157,23:18:45.689
-102.478,23:18:45.691
-91.386,23:18:45.693
-79.898,23:18:45.695
-68.032,23:18:45.697
-55.813,23:18:45.699
-43.27,23:18:45.701
-30.435,23:18:45.703
-17.342,23:18:45.705
-4.032,23:18:45.707
9.456,23:18:45.708
23.08,23:18:45.710
36.795,23:18:45.712
50.557,23:18:45.714
64.319,23:18:45.716
78.036,23:18:45.718
91.659,23:18:45.720
105.14,23:18:45.722
118.433,23:18:45.724
131.488,23:18:45.726
144.258,23:18:45.728
156.696,23:18:45.730
168.756,23:18:45.732
180.393,23:18:45.734
191.565,23:18:45.736
202.23,23:18:45.738
212.349,23:18:45.740
221.887,23:18:45.742
230.809,23:18:45.744
239.085,23:18:45.746
246.686,23:18:45.748
253.589,23:18:45.750
259.772,23:18:45.751
265.218,23:18:45.753
269.914,23:18:45.755
273.851,23:18:45.757
277.025,23:18:45.759
279.435,23:18:45.761
281.087,23:18:45.763
281.99,23:18:45.765
282.157,23:18:45.767
281.607,23:18:45.769
280.363,23:18:45.771
278.451,23:18:45.773
275.9,23:18:45.775
272.746,23:18:45.777
269.024,23:18:45.779
264.775,23:18:45.781
260.043,23:18:45.783
254.871,23:18:45.785
249.306,23:18:45.787
243.399,23:18:45.789
237.199,23:18:45.791
230.757,23:18:45.792
224.124,23:18:45.794
217.354,23:18:45.796
210.498,23:18:45.798
203.608,23:18:45.800
196.735,23:18:45.802
189.928,23:18:45.804
183.235,23:18:45.806
176.704,23:18:45.808
170.378,23:18:45.810
164.298,23:18:45.812
158.505,23:18:45.814
153.033,23:18:45.816
147.914,23:18:45.818
143.178,23:18:45.820
138.849,23:18:45.822
134.947,23:18:45.824
131.49,23:18:45.826
128.489,23:18:45.828
125.953,23:18:45.830
123.885,23:18:45.832
122.285,23:18:45.833
121.146,23:18:45.835
120.461,23:18:45.837
120.216,23:18:45.839
120.394,23:18:45.841
120.974,23:18:45.843
121.932,23:18:45.845
123.241,23:18:45.847
124.873,23:18:45.849
126.795,23:18:45.851
128.974,23:18:45.853
131.374,23:18:45.855
133.958,23:18:45.857
136.688,23:18:45.859
139.527,23:18:45.861
142.435,23:18:45.863
145.373,23:18:45.865
148.303,23:18:45.867
151.189,23:18:45.869
153.992,23:18:45.871
156.679,23:18:45.873
159.216,23:18:45.875
161.573,23:18:45.876
163.721,23:18:45.878
165.634,23:18:45.880
167.289,23:18:45.882
168.667,23:18:45.884
169.75,23:18:45.886
170.524,23:18:45.888
170.98,23:18:45.890
171.11,23:18:45.892
170.914,23:18:45.894
170.39,23:18:45.896
169.545,23:18:45.898
168.386,23:18:45.900
166.925,23:18:45.902
165.177,23:18:45.904
163.159,23:18:45.906
160.893,23:18:45.908
158.4,23:18:45.910
155.708,23:18:45.912
152.843,23:18:45.914
149.835,23:18:45.916
146.715,23:18:45.917
143.516,23:18:45.919
140.271,23:18:45.921
137.014,23:18:45.923
133.778,23:18:45.925
130.599,23:18:45.927
127.508,23:18:45.929
124.539,23:18:45.931
121.723,23:18:45.933
119.09,23:18:45.935
116.668,23:18:45.937
114.485,23:18:45.939
112.564,23:18:45.941
110.928,23:18:45.943
109.599,23:18:45.945
108.594,23:18:45.947
107.929,23:18:45.949
107.616,23:18:45.951
107.665,23:18:45.953
108.082,23:18:45.955
108.87,23:18:45.957
110.028,23:18:45.958
111.553,23:18:45.960
113.439,23:18:45.962
115.677,23:18:45.964
118.255,23:18:45.966
121.161,23:18:45.968
124.377,23:18:45.970
127.886,23:18:45.972
131.667,23:18:45.974
135.695,23:18:45.976
139.944,23:18:45.978
144.387,23:18:45.980
148.992,23:18:45.982
153.73,23:18:45.984
158.568,23:18:45.986
163.474,23:18:45.988
168.414,23:18:45.990
173.358,23:18:45.992
178.273,23:18:45.994
183.129,23:18:45.996
187.894,23:18:45.998
192.538,23:18:46.000
197.03,23:18:46.001
201.342,23:18:46.003
205.444,23:18:46.005
209.309,23:18:46.007
212.909,23:18:46.009
216.22,23:18:46.011
219.218,23:18:46.013
221.883,23:18:46.015
224.2,23:18:46.017
226.154,23:18:46.019
227.733,23:18:46.021
228.929,23:18:46.023
229.735,23:18:46.025
230.149,23:18:46.027
230.171,23:18:46.029
229.803,23:18:46.031
229.046,23:18:46.033
227.902,23:18:46.035
226.375,23:18:46.037
224.473,23:18:46.039
222.211,23:18:46.041
219.602,23:18:46.042
216.661,23:18:46.044
213.404,23:18:46.046
209.849,23:18:46.048
206.019,23:18:46.050
201.943,23:18:46.052
197.642,23:18:46.054
193.129,23:18:46.056
188.41,23:18:46.058
183.476,23:18:46.060
178.326,23:18:46.062
172.979,23:18:46.064
167.456,23:18:46.066
161.786,23:18:46.068
156.013,23:18:46.070
150.178,23:18:46.072
144.331,23:18:46.074
138.544,23:18:46.076
132.871,23:18:46.078
127.348,23:18:46.080
121.998,23:18:46.082
116.805,23:18:46.083
111.755,23:18:46.085
106.873,23:18:46.087
102.2,23:18:46.089
97.82,23:18:46.091
93.827,23:18:46.093
90.243,23:18:46.095
87.063,23:18:46.097
84.255,23:18:46.099
81.725,23:18:46.101
79.39,23:18:46.103
77.155,23:18:46.105
74.801,23:18:46.107
72.099,23:18:46.109
68.965,23:18:46.111
65.429,23:18:46.113
61.692,23:18:46.115
58.091,23:18:46.117
54.754,23:18:46.119
51.623,23:18:46.121
48.691,23:18:46.123
45.968,23:18:46.125
43.367,23:18:46.126
40.682,23:18:46.128
37.416,23:18:46.130
32.825,23:18:46.132
26.545,23:18:46.134
18.746,23:18:46.136
9.709,23:18:46.138
-0.166,23:18:46.140
-10.298,23:18:46.142
-20.322,23:18:46.144
-29.666,23:18:46.146
-36.995,23:18:46.148
-41.507,23:18:46.150
-42.143,23:18:46.152
-36.695,23:18:46.154
-25.382,23:18:46.156
-9.665,23:18:46.158
8.091,23:18:46.160
22.577,23:18:46.162
33.907,23:18:46.164
47.605,23:18:46.166
68.593,23:18:46.167
102.948,23:18:46.169
149.224,23:18:46.171
196.95,23:18:46.173
239.79,23:18:46.175
274.459,23:18:46.177
299.47,23:18:46.179
318.749,23:18:46.181
328.62,23:18:46.183
316.264,23:18:46.185
274.388,23:18:46.187
196.675,23:18:46.189
82.824,23:18:46.191
-51.673,23:18:46.193
-192.499,23:18:46.195
-323.313,23:18:46.197
-423.764,23:18:46.199
-488.005,23:18:46.201
-516.343,23:18:46.203
-515.377,23:18:46.205
-501.505,23:18:46.207
-483.05,23:18:46.208
-462.022,23:18:46.210
-437.844,23:18:46.212
-405.285,23:18:46.214
-363.812,23:18:46.216
-317.497,23:18:46.218
-270.556,23:18:46.220
-228.034,23:18:46.222
-193.384,23:18:46.224
-167.69,23:18:46.226
-151.038,23:18:46.228
-142.47,23:18:46.230
-140.527,23:18:46.232
-143.67,23:18:46.234
-150.386,23:18:46.236
-159.128,23:18:46.238
-167.827,23:18:46.240
-174.452,23:18:46.242
-177.827,23:18:46.244
-177.501,23:18:46.246
-173.636,23:18:46.248
-166.799,23:18:46.250
-157.493,23:18:46.251
-146.22,23:18:46.253
-133.922,23:18:46.255
-121.684,23:18:46.257
-110.132,23:18:46.259
-99.578,23:18:46.261
-90.022,23:18:46.263
-81.2,23:18:46.265
-72.961,23:18:46.267
-65.207,23:18:46.269
-57.676,23:18:46.271
-50.046,23:18:46.273
-42.152,23:18:46.275
-33.936,23:18:46.277
-25.459,23:18:46.279
-16.897,23:18:46.281
-8.353,23:18:46.283
0.104,23:18:46.285
8.379,23:18:46.287
16.376,23:18:46.289
24.011,23:18:46.291
31.237,23:18:46.292
38.057,23:18:46.294
44.503,23:18:46.296
50.6,23:18:46.298
56.369,23:18:46.300
61.827,23:18:46.302
66.997,23:18:46.304
71.912,23:18:46.306
76.604,23:18:46.308
81.096,23:18:46.310
85.412,23:18:46.312
89.572,23:18:46.314
93.6,23:18:46.316
97.524,23:18:46.318
101.372,23:18:46.320
105.178,23:18:46.322
108.971,23:18:46.324
112.779,23:18:46.326
116.627,23:18:46.328
120.539,23:18:46.330
124.535,23:18:46.332
128.636,23:18:46.333
132.861,23:18:46.335
137.221,23:18:46.337
141.725,23:18:46.339
146.387,23:18:46.341
151.214,23:18:46.343
156.215,23:18:46.345
161.395,23:18:46.347
166.753,23:18:46.349
172.286,23:18:46.351
177.987,23:18:46.353
183.845,23:18:46.355
189.844,23:18:46.357
195.962,23:18:46.359
202.176,23:18:46.361
208.457,23:18:46.363
214.775,23:18:46.365
221.1,23:18:46.367
227.398,23:18:46.369
233.632,23:18:46.371
239.765,23:18:46.373
245.76,23:18:46.375
251.575,23:18:46.376
257.17,23:18:46.378
262.503,23:18:46.380
267.53,23:18:46.382
272.208,23:18:46.384
276.494,23:18:46.386
280.346,23:18:46.388
283.723,23:18:46.390
286.585,23:18:46.392
288.895,23:18:46.394
290.618,23:18:46.396
291.721,23:18:46.398
292.173,23:18:46.400
291.949,23:18:46.402
291.023,23:18:46.404
289.377,23:18:46.406
286.994,23:18:46.408
283.864,23:18:46.410
279.978,23:18:46.412
275.336,23:18:46.414
269.941,23:18:46.416
263.799,23:18:46.417
256.925,23:18:46.419
249.335,23:18:46.421
241.054,23:18:46.423
232.106,23:18:46.425
222.523,23:18:46.427
212.34,23:18:46.429
201.595,23:18:46.431
190.33,23:18:46.433
178.589,23:18:46.435
166.421,23:18:46.437
153.877,23:18:46.439
141.009,23:18:46.441
127.874,23:18:46.443
114.528,23:18:46.445
101.029,23:18:46.447
87.438,23:18:46.449
73.813,23:18:46.451
60.215,23:18:46.453
46.702,23:18:46.455
33.334,23:18:46.457
20.167,23:18:46.458
7.259,23:18:46.460
-5.339,23:18:46.462
-17.572,23:18:46.464
-29.393,23:18:46.466
-40.755,23:18:46.468
-51.615,23:18:46.470
-61.935,23:18:46.472
-71.68,23:18:46.474
-80.82,23:18:46.476
-89.329,23:18:46.478
-97.185,23:18:46.480
-104.372,23:18:46.482
-110.877,23:18:46.484
-116.694,23:18:46.486
-121.819,23:18:46.488
-126.253,23:18:46.490
-130.002,23:18:46.492
-133.077,23:18:46.494
-135.49,23:18:46.496
-137.261,23:18:46.498
-138.412,23:18:46.500
-138.967,23:18:46.501
-138.957,23:18:46.503
-138.414,23:18:46.505
-137.371,23:18:46.507
-135.867,23:18:46.509
-133.942,23:18:46.511
-131.636,23:18:46.513
-128.991,23:18:46.515
-126.052,23:18:46.517
-122.863,23:18:46.519
-119.468,23:18:46.521
-115.914,23:18:46.523
-112.243,23:18:46.525
-108.501,23:18:46.527
-104.73,23:18:46.529
-100.971,23:18:46.531
-97.265,23:18:46.533
-93.647,23:18:46.535
-90.154,23:18:46.537
-86.816,23:18:46.539
-83.663,23:18:46.541
-80.722,23:18:46.542
-78.014,23:18:46.544
-75.559,23:18:46.546
-73.373,23:18:46.548
-71.47,23:18:46.550
-69.858,23:18:46.552
-68.543,23:18:46.554
-67.527,23:18:46.556
-66.81,23:18:46.558
-66.387,23:18:46.560
-66.25,23:18:46.562
-66.389,23:18:46.564
-66.789,23:18:46.566
-67.433,23:18:46.568
-68.304,23:18:46.570
-69.379,23:18:46.572
-70.634,23:18:46.574
-72.043,23:18:46.576
-73.58,23:18:46.578
-75.217,23:18:46.580
-76.923,23:18:46.582
-78.67,23:18:46.583
-80.427,23:18:46.585
-82.163,23:18:46.587
-83.848,23:18:46.589
-85.453,23:18:46.591
-86.949,23:18:46.593
-88.31,23:18:46.595
-89.51,23:18:46.597
-90.524,23:18:46.599
-91.332,23:18:46.601
-91.912,23:18:46.603
-92.25,23:18:46.605
-92.331,23:18:46.607
-92.144,23:18:46.609
-91.679,23:18:46.611
-90.931,23:18:46.613
-89.897,23:18:46.615
-88.576,23:18:46.617
-86.971,23:18:46.619
-85.086,23:18:46.621
-82.93,23:18:46.623
-80.514,23:18:46.625
-77.851,23:18:46.626
-74.958,23:18:46.628
-71.855,23:18:46.630
-68.562,23:18:46.632
-65.107,23:18:46.634
-61.515,23:18:46.636
-57.816,23:18:46.638
-54.043,23:18:46.640
-50.227,23:18:46.642
-46.401,23:18:46.644
-42.601,23:18:46.646
-38.859,23:18:46.648
-35.212,23:18:46.650
-31.694,23:18:46.652
-28.339,23:18:46.654
-25.181,23:18:46.656
-22.253,23:18:46.658
-19.585,23:18:46.660
-17.21,23:18:46.662
-15.156,23:18:46.664
-13.451,23:18:46.666
-12.117,23:18:46.667
-11.176,23:18:46.669
-10.647,23:18:46.671
-10.544,23:18:46.673
-10.883,23:18:46.675
-11.673,23:18:46.677
-12.923,23:18:46.679
-14.638,23:18:46.681
-16.822,23:18:46.683
-19.479,23:18:46.685
-22.609,23:18:46.687
-26.206,23:18:46.689
-30.263,23:18:46.691
-34.766,23:18:46.693
-39.697,23:18:46.695
-45.033,23:18:46.697
-50.744,23:18:46.699
-56.799,23:18:46.701
-63.166,23:18:46.703
-69.81,23:18:46.705
-76.698,23:18:46.707
-83.797,23:18:46.708
-91.077,23:18:46.710
-98.511,23:18:46.712
-106.075,23:18:46.714
-113.74,23:18:46.716
-121.476,23:18:46.718
-129.252,23:18:46.720
-137.038,23:18:46.722
-144.805,23:18:46.724
-152.528,23:18:46.726
-160.187,23:18:46.728
-167.756,23:18:46.730
-175.216,23:18:46.732
-182.537,23:18:46.734
-189.693,23:18:46.736
-196.666,23:18:46.738
-203.428,23:18:46.740
-209.938,23:18:46.742
-216.145,23:18:46.744
-221.973,23:18:46.746
-227.361,23:18:46.748
-232.278,23:18:46.750
-236.687,23:18:46.751
-240.552,23:18:46.753
-243.836,23:18:46.755
-246.48,23:18:46.757
-248.466,23:18:46.759
-249.839,23:18:46.761
-250.66,23:18:46.763
-251.021,23:18:46.765
-251.014,23:18:46.767
-250.665,23:18:46.769
-250.037,23:18:46.771
-249.27,23:18:46.773
-248.434,23:18:46.775
-247.567,23:18:46.777
-246.601,23:18:46.779
-245.279,23:18:46.781
-243.386,23:18:46.783
-240.86,23:18:46.785
-237.689,23:18:46.787
-233.914,23:18:46.789
-229.785,23:18:46.791
-225.6,23:18:46.792
-221.85,23:18:46.794
-219.326,23:18:46.796
-218.73,23:18:46.798
-220.646,23:18:46.800
-225.378,23:18:46.802
-232.787,23:18:46.804
-242.191,23:18:46.806
-252.462,23:18:46.808
-262.152,23:18:46.810
-269.467,23:18:46.812
-272.526,23:18:46.814
-269.344,23:18:46.816
-258.301,23:18:46.818
-238.458,23:18:46.820
-209.778,23:18:46.822
-173.259,23:18:46.824
-130.588,23:18:46.826
-84.117,23:18:46.828
-36.877,23:18:46.830
7.229,23:18:46.832
43.956,23:18:46.833
69.567,23:18:46.835
80.858,23:18:46.837
76.375,23:18:46.839
56.773,23:18:46.841
21.832,23:18:46.843
-28.391,23:18:46.845
-93.438,23:18:46.847
-174.439,23:18:46.849
-266.437,23:18:46.851
-358.961,23:18:46.853
-441.385,23:18:46.855
-501,23:18:46.857
-533.289,23:18:46.859
-543.608,23:18:46.861
-537.346,23:18:46.863
-521.463,23:18:46.865
-498.721,23:18:46.867
-466.088,23:18:46.869
-423.782,23:18:46.871
-373.696,23:18:46.873
-319.372,23:18:46.875
-266.721,23:18:46.876
-219.45,23:18:46.878
-179.844,23:18:46.880
-149.876,23:18:46.882
-129.702,23:18:46.884
-118.612,23:18:46.886
-115.5,23:18:46.888
-118.269,23:18:46.890
-124.955,23:18:46.892
-133.9,23:18:46.894
-142.945,23:18:46.896
-150.208,23:18:46.898
-154.704,23:18:46.900
-155.994,23:18:46.902
-154.332,23:18:46.904
-150.537,23:18:46.906
-145.168,23:18:46.908
-138.792,23:18:46.910
-132.394,23:18:46.912
-126.701,23:18:46.914
-122.139,23:18:46.916
-118.981,23:18:46.917
-117.062,23:18:46.919
-116.043,23:18:46.921
-115.716,23:18:46.923
-115.785,23:18:46.925
-115.858,23:18:46.927
-115.716,23:18:46.929
-115.19,23:18:46.931
-114.141,23:18:46.933
-112.578,23:18:46.935
-110.546,23:18:46.937
-108.132,23:18:46.939
-105.528,23:18:46.941
-102.906,23:18:46.943
-100.367,23:18:46.945
-97.962,23:18:46.947
-95.687,23:18:46.949
-93.529,23:18:46.951
-91.487,23:18:46.953
-89.536,23:18:46.955
-87.623,23:18:46.957
-85.688,23:18:46.958
-83.678,23:18:46.960
-81.576,23:18:46.962
-79.408,23:18:46.964
-77.198,23:18:46.966
-74.949,23:18:46.968
-72.622,23:18:46.970
-70.148,23:18:46.972
-67.469,23:18:46.974
-64.545,23:18:46.976
-61.338,23:18:46.978
-57.812,23:18:46.980
-53.925,23:18:46.982
-49.636,23:18:46.984
-44.934,23:18:46.986
-39.826,23:18:46.988
-34.325,23:18:46.990
-28.434,23:18:46.992
-22.15,23:18:46.994
-15.456,23:18:46.996
-8.345,23:18:46.998
-0.818,23:18:47.000
7.121,23:18:47.001
15.457,23:18:47.003
24.18,23:18:47.005
33.277,23:18:47.007
42.727,23:18:47.009
52.503,23:18:47.011
62.57,23:18:47.013
72.895,23:18:47.015
83.449,23:18:47.017
94.207,23:18:47.019
105.137,23:18:47.021
116.207,23:18:47.023
127.381,23:18:47.025
138.62,23:18:47.027
149.888,23:18:47.029
161.149,23:18:47.031
172.359,23:18:47.033
183.477,23:18:47.035
194.457,23:18:47.037
205.255,23:18:47.039
215.831,23:18:47.041
226.141,23:18:47.042
236.147,23:18:47.044
245.807,23:18:47.046
255.083,23:18:47.048
263.938,23:18:47.050
272.337,23:18:47.052
280.246,23:18:47.054
287.634,23:18:47.056
294.469,23:18:47.058
300.725,23:18:47.060
306.376,23:18:47.062
311.4,23:18:47.064
315.78,23:18:47.066
319.498,23:18:47.068
322.544,23:18:47.070
324.909,23:18:47.072
326.589,23:18:47.074
327.583,23:18:47.076
327.895,23:18:47.078
327.532,23:18:47.080
326.501,23:18:47.082
324.817,23:18:47.083
322.495,23:18:47.085
319.555,23:18:47.087
316.017,23:18:47.089
311.907,23:18:47.091
307.251,23:18:47.093
302.079,23:18:47.095
296.425,23:18:47.097
290.323,23:18:47.099
283.808,23:18:47.101
276.919,23:18:47.103
269.694,23:18:47.105
262.172,23:18:47.107
254.395,23:18:47.109
246.402,23:18:47.111
238.234,23:18:47.113
229.933,23:18:47.115
221.54,23:18:47.117
213.095,23:18:47.119
204.638,23:18:47.121
196.208,23:18:47.123
187.843,23:18:47.125
179.579,23:18:47.126
171.45,23:18:47.128
163.488,23:18:47.130
155.724,23:18:47.132
148.186,23:18:47.134
140.899,23:18:47.136
133.887,23:18:47.138
127.17,23:18:47.140
120.767,23:18:47.142
114.692,23:18:47.144
108.959,23:18:47.146
103.578,23:18:47.148
98.556,23:18:47.150
93.898,23:18:47.152
89.605,23:18:47.154
85.679,23:18:47.156
82.114,23:18:47.158
78.907,23:18:47.160
76.049,23:18:47.162
73.53,23:18:47.164
71.339,23:18:47.166
69.464,23:18:47.167
67.887,23:18:47.169
66.594,23:18:47.171
65.566,23:18:47.173
64.783,23:18:47.175
64.226,23:18:47.177
63.872,23:18:47.179
63.7,23:18:47.181
63.687,23:18:47.183
63.81,23:18:47.185
64.046,23:18:47.187
64.373,23:18:47.189
64.766,23:18:47.191
65.205,23:18:47.193
65.667,23:18:47.195
66.132,23:18:47.197
66.579,23:18:47.199
66.989,23:18:47.201
67.344,23:18:47.203
67.628,23:18:47.205
67.825,23:18:47.207
67.921,23:18:47.208
67.904,23:18:47.210
67.762,23:18:47.212
67.487,23:18:47.214
67.071,23:18:47.216
66.509,23:18:47.218
65.796,23:18:47.220
64.929,23:18:47.222
63.909,23:18:47.224
62.736,23:18:47.226
61.412,23:18:47.228
59.941,23:18:47.230
58.328,23:18:47.232
56.581,23:18:47.234
54.707,23:18:47.236
52.717,23:18:47.238
50.62,23:18:47.240
48.431,23:18:47.242
46.161,23:18:47.244
43.826,23:18:47.246
41.441,23:18:47.248
39.023,23:18:47.250
36.589,23:18:47.251
34.156,23:18:47.253
31.743,23:18:47.255
29.369,23:18:47.257
27.052,23:18:47.259
24.81,23:18:47.261
22.662,23:18:47.263
20.626,23:18:47.265
18.72,23:18:47.267
16.961,23:18:47.269
15.366,23:18:47.271
13.95,23:18:47.273
12.727,23:18:47.275
11.712,23:18:47.277
10.917,23:18:47.279
10.352,23:18:47.281
10.026,23:18:47.283
9.949,23:18:47.285
10.126,23:18:47.287
10.563,23:18:47.289
11.264,23:18:47.291
12.231,23:18:47.292
13.466,23:18:47.294
14.968,23:18:47.296
16.735,23:18:47.298
18.763,23:18:47.300
21.047,23:18:47.302
23.58,23:18:47.304
26.352,23:18:47.306
29.35,23:18:47.308
32.561,23:18:47.310
35.97,23:18:47.312
39.56,23:18:47.314
43.312,23:18:47.316
47.205,23:18:47.318
51.219,23:18:47.320
55.33,23:18:47.322
59.516,23:18:47.324
63.751,23:18:47.326
68.011,23:18:47.328
72.271,23:18:47.330
76.502,23:18:47.332
80.681,23:18:47.333
84.781,23:18:47.335
88.776,23:18:47.337
92.641,23:18:47.339
96.352,23:18:47.341
99.883,23:18:47.343
103.213,23:18:47.345
106.32,23:18:47.347
109.186,23:18:47.349
111.79,23:18:47.351
114.114,23:18:47.353
116.141,23:18:47.355
117.857,23:18:47.357
119.249,23:18:47.359
120.307,23:18:47.361
121.02,23:18:47.363
121.38,23:18:47.365
121.382,23:18:47.367
121.029,23:18:47.369
120.326,23:18:47.371
119.284,23:18:47.373
117.914,23:18:47.375
116.232,23:18:47.376
114.257,23:18:47.378
112.009,23:18:47.380
109.512,23:18:47.382
106.786,23:18:47.384
103.849,23:18:47.386
100.715,23:18:47.388
97.404,23:18:47.390
93.936,23:18:47.392
90.334,23:18:47.394
86.625,23:18:47.396
82.834,23:18:47.398
78.984,23:18:47.400
75.101,23:18:47.402
71.207,23:18:47.404
67.325,23:18:47.406
63.475,23:18:47.408
59.668,23:18:47.410
55.924,23:18:47.412
52.273,23:18:47.414
48.746,23:18:47.416
45.396,23:18:47.417
42.28,23:18:47.419
39.445,23:18:47.421
36.946,23:18:47.423
34.831,23:18:47.425
33.118,23:18:47.427
31.825,23:18:47.429
30.961,23:18:47.431
30.515,23:18:47.433
30.51,23:18:47.435
30.955,23:18:47.437
31.829,23:18:47.439
33.119,23:18:47.441
34.768,23:18:47.443
36.705,23:18:47.445
38.907,23:18:47.447
41.278,23:18:47.449
43.657,23:18:47.451
45.99,23:18:47.453
48.266,23:18:47.455
50.611,23:18:47.457
53.39,23:18:47.458
56.875,23:18:47.460
61.196,23:18:47.462
66.584,23:18:47.464
73.141,23:18:47.466
80.698,23:18:47.468
88.996,23:18:47.470
97.242,23:18:47.472
104.225,23:18:47.474
109.064,23:18:47.476
111.012,23:18:47.478
109.45,23:18:47.480
104.396,23:18:47.482
96.324,23:18:47.484
86.094,23:18:47.486
75.721,23:18:47.488
67.71,23:18:47.490
64.071,23:18:47.492
67.115,23:18:47.494
78.945,23:18:47.496
100.566,23:18:47.498
132.444,23:18:47.500
172.992,23:18:47.501
217.705,23:18:47.503
262.052,23:18:47.505
302.858,23:18:47.507
339.568,23:18:47.509
373.766,23:18:47.511
404.201,23:18:47.513
425.166,23:18:47.515
426.31,23:18:47.517
396.832,23:18:47.519
333.465,23:18:47.521
239.249,23:18:47.523
122.997,23:18:47.525
-1.492,23:18:47.527
-123.253,23:18:47.529
-230.451,23:18:47.531
-309.435,23:18:47.533
-354.7,23:18:47.535
-366.009,23:18:47.537
-350.12,23:18:47.539
-322.43,23:18:47.541
-292.55,23:18:47.542
-264.045,23:18:47.544
-237.067,23:18:47.546
-206.573,23:18:47.548
-171.167,23:18:47.550
-133.194,23:18:47.552
-95.144,23:18:47.554
-60.717,23:18:47.556
-32.208,23:18:47.558
-10.066,23:18:47.560
5.846,23:18:47.562
16.328,23:18:47.564
22.361,23:18:47.566
24.652,23:18:47.568
23.837,23:18:47.570
20.836,23:18:47.572
16.998,23:18:47.574
13.595,23:18:47.576
11.292,23:18:47.578
10.26,23:18:47.580
10.319,23:18:47.582
11.211,23:18:47.583
12.826,23:18:47.585
14.876,23:18:47.587
16.706,23:18:47.589
17.753,23:18:47.591
17.782,23:18:47.593
16.76,23:18:47.595
14.866,23:18:47.597
12.349,23:18:47.599
9.332,23:18:47.601
6.025,23:18:47.603
2.833,23:18:47.605
0.061,23:18:47.607
-2.099,23:18:47.609
-3.481,23:18:47.611
-4.08,23:18:47.613
-3.954,23:18:47.615
-3.129,23:18:47.617
-1.734,23:18:47.619
0.02,23:18:47.621
1.997,23:18:47.623
4.075,23:18:47.625
6.166,23:18:47.626
8.275,23:18:47.628
10.4,23:18:47.630
12.537,23:18:47.632
14.725,23:18:47.634
16.996,23:18:47.636
19.373,23:18:47.638
21.879,23:18:47.640
24.494,23:18:47.642
27.19,23:18:47.644
29.977,23:18:47.646
32.876,23:18:47.648
35.94,23:18:47.650
39.249,23:18:47.652
42.864,23:18:47.654
46.835,23:18:47.656
51.221,23:18:47.658
56.057,23:18:47.660
61.366,23:18:47.662
67.165,23:18:47.664
73.444,23:18:47.666
80.179,23:18:47.667
87.355,23:18:47.669
94.957,23:18:47.671
102.975,23:18:47.673
111.406,23:18:47.675
120.235,23:18:47.677
129.439,23:18:47.679
138.99,23:18:47.681
148.852,23:18:47.683
158.987,23:18:47.685
169.356,23:18:47.687
179.908,23:18:47.689
190.593,23:18:47.691
201.362,23:18:47.693
212.164,23:18:47.695
222.953,23:18:47.697
233.687,23:18:47.699
244.318,23:18:47.701
254.795,23:18:47.703
265.072,23:18:47.705
275.095,23:18:47.707
284.814,23:18:47.708
294.179,23:18:47.710
303.138,23:18:47.712
311.638,23:18:47.714
319.632,23:18:47.716
327.071,23:18:47.718
333.915,23:18:47.720
340.123,23:18:47.722
345.659,23:18:47.724
350.488,23:18:47.726
354.581,23:18:47.728
357.91,23:18:47.730
360.454,23:18:47.732
362.193,23:18:47.734
363.111,23:18:47.736
363.198,23:18:47.738
362.446,23:18:47.740
360.852,23:18:47.742
358.419,23:18:47.744
355.153,23:18:47.746
351.065,23:18:47.748
346.17,23:18:47.750
340.488,23:18:47.751
334.044,23:18:47.753
326.866,23:18:47.755
318.988,23:18:47.757
310.444,23:18:47.759
301.274,23:18:47.761
291.52,23:18:47.763
281.227,23:18:47.765
270.443,23:18:47.767
259.216,23:18:47.769
247.6,23:18:47.771
235.648,23:18:47.773
223.414,23:18:47.775
210.955,23:18:47.777
198.328,23:18:47.779
185.59,23:18:47.781
172.796,23:18:47.783
160.002,23:18:47.785
147.264,23:18:47.787
134.633,23:18:47.789
122.163,23:18:47.791
109.903,23:18:47.792
97.901,23:18:47.794
86.204,23:18:47.796
74.855,23:18:47.798
63.896,23:18:47.800
53.364,23:18:47.802
43.296,23:18:47.804
33.724,23:18:47.806
24.676,23:18:47.808
16.177,23:18:47.810
8.251,23:18:47.812
0.916,23:18:47.814
-5.814,23:18:47.816
-11.928,23:18:47.818
-17.416,23:18:47.820
-22.275,23:18:47.822
-26.503,23:18:47.824
-30.104,23:18:47.826
-33.081,23:18:47.828
-35.445,23:18:47.830
-37.207,23:18:47.832
-38.383,23:18:47.833
-38.989,23:18:47.835
-39.045,23:18:47.837
-38.575,23:18:47.839
-37.603,23:18:47.841
-36.154,23:18:47.843
-34.258,23:18:47.845
-31.944,23:18:47.847
-29.243,23:18:47.849
-26.186,23:18:47.851
-22.807,23:18:47.853
-19.139,23:18:47.855
-15.216,23:18:47.857
-11.073,23:18:47.859
-6.743,23:18:47.861
-2.261,23:18:47.863
2.338,23:18:47.865
7.023,23:18:47.867
